NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW
NS22346J,7800,31,1,1,2,4,1,6,1,20,1,3,1,1,2,2,0,0,2,0,5,5,2,3,2,2,1,3,0,2,1,2,1,-91,-91,1,4,4,2,15,1,0,2,9,2,2,4,1,-1
NS18545B,7800,25,2,1,2,0,1,2,1,1,1,2,1,0,0,2,0,1,2,0,4,2,1,5,1,1,1,3,2,1,3,2,1,-91,-91,1,4,4,2,13,1,2,1,5,2,1,7,3,-1
NS11211M,7800,44,2,1,2,1,1,2,1,2,1,2,1,0,1,1,0,1,2,0,1,1,1,5,2,2,1,3,8,2,3,2,1,-91,-91,9,4,4,2,8,1,11,1,4,2,2,5,5,-1
NS13611M,7774,42,2,1,2,1,1,2,1,4,1,2,1,0,1,1,1,0,2,0,1,1,3,4,2,2,2,3,1,2,3,1,2,1,1,9,4,4,2,14,0,0,1,1,1,2,2,1,-1
NS15169Z,7675.2,45,2,1,2,1,4,6,1,-99,1,2,1,0,1,1,0,0,2,0,-99,1,3,5,2,2,1,3,1,2,2,1,2,2,2,9,4,4,2,13,-1,0,1,1,1,2,7,2,-1
NS24247Z,7670,-99,2,1,2,0,1,2,1,-99,1,2,1,0,0,1,0,0,2,0,-99,1,-99,-99,-99,-99,-99,1,5,2,4,2,2,2,2,9,4,4,2,9,-1,6,1,9,2,2,7,3,-1
NS25217L,7668,30,2,1,1,0,1,2,1,-98,-98,2,-98,0,0,1,0,0,6,1,6,1,2,-91,2,1,1,3,7,2,3,2,2,2,2,9,4,4,2,14,1,2,1,4,2,1,5,3,-1
NS23968J,7644,35,2,1,2,2,1,2,1,4,1,2,1,0,2,1,1,1,2,0,2,1,1,5,2,1,2,3,0,2,2,2,1,-91,-91,1,4,4,2,15,1,0,1,1,1,1,4,2,-1
NS14824K,7611.24,32,2,1,2,0,1,2,1,15,1,2,1,0,0,2,1,0,2,0,6,1,3,1,2,2,-1,3,0,2,1,2,1,-91,-91,1,4,4,2,14,1,8,1,5,2,1,2,3,-1
NS16988A,7571.2,41,2,1,2,0,1,2,1,-99,1,2,1,0,0,2,0,0,2,0,-99,1,2,4,2,2,1,3,1,2,1,1,2,1,2,2,2,4,2,7,1,1,1,4,2,2,5,2,-1
NS24263J,7562.88,18,2,1,2,3,1,2,1,15,1,2,1,1,2,1,0,0,2,0,2,1,2,2,1,2,2,3,5,2,1,2,2,2,2,9,4,4,2,16,1,8,1,4,2,1,7,1,-1
NS12723Q,7560,41,2,1,2,1,1,1,1,-98,-98,2,-98,0,1,1,0,0,4,1,2,3,2,5,2,1,2,3,2,2,1,1,2,2,2,9,4,4,2,12,1,8,1,2,1,1,5,2,-1
NS12054K,7553.52,34,1,2,2,2,-999,-999,-91,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,2,1,-91,2,2,1,3,-92,1,4,2,2,1,2,9,4,4,1,9,0,7,1,9,2,2,4,3,-1
NS22047D,7488,29,1,1,2,1,1,2,1,20,1,3,1,0,1,1,0,0,2,0,5,5,2,3,-1,2,1,3,-92,2,3,2,2,1,2,9,4,4,2,9,-1,-1,1,1,1,1,5,-1,-1
NS18036X,7488,30,2,1,2,0,1,5,1,4,1,2,1,0,0,1,0,0,3,0,5,1,4,3,2,-1,1,3,5,2,4,1,2,2,2,9,4,4,2,12,-1,0,1,10,2,2,4,2,-1
NS19341N,7488,24,1,2,1,3,1,5,1,20,1,1,1,0,3,1,0,0,3,0,7,1,3,-91,1,1,2,3,0,2,1,2,2,2,2,9,4,4,2,11,-1,11,1,4,2,1,4,3,-1
NS18154L,7488,38,2,1,2,1,1,2,1,-98,-98,2,-98,0,1,1,0,0,5,1,5,1,2,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,10,0,0,1,5,2,2,7,3,-1
NS21006D,7488,36,1,2,2,3,1,1,1,20,1,3,1,0,2,2,0,0,2,0,7,4,1,0,1,2,2,2,0,2,1,2,2,1,2,9,4,4,2,12,1,1,2,1,1,1,1,1,-1
NS18254N,7488,36,2,1,2,0,1,2,1,3,1,2,1,0,0,1,0,0,2,0,1,1,2,2,2,1,2,2,1,2,1,2,1,-91,-91,1,4,4,2,16,1,0,1,4,2,1,5,2,-1
NS14927Q,7436,30,2,1,2,2,1,4,1,19,1,2,1,0,1,2,0,0,2,0,2,1,1,3,2,2,1,3,4,2,3,1,2,2,2,9,4,4,2,12,0,1,1,2,1,2,4,1,-1
NS14381N,7410,40,2,2,2,2,1,4,1,20,2,3,2,0,1,1,1,0,2,0,6,5,1,5,2,2,2,3,-96,-96,-96,2,1,-91,-91,1,4,4,2,13,1,0,1,1,1,2,-9,-8,-1
NS18230V,7280,-96,2,2,2,1,1,1,2,20,2,3,2,0,1,1,1,0,2,0,5,4,4,1,-96,-96,-96,3,-96,-96,-96,1,2,2,2,9,4,4,2,13,-1,2,2,9,2,2,2,1,-1
NS22441F,7280,26,1,1,2,0,4,8,1,13,1,1,1,0,0,1,2,0,2,0,2,1,4,2,2,1,1,3,5,2,4,1,2,1,1,4,4,2,2,10,0,2,1,2,1,2,7,2,-1
NS16360P,7280,30,2,1,2,0,1,4,2,-98,-98,2,-98,0,0,1,0,0,1,1,7,7,1,3,2,1,2,3,0,2,2,1,1,-91,-91,1,4,4,2,13,1,4,2,2,1,2,4,1,-1
NS15164T,7269.6,33,1,1,2,1,1,2,1,13,1,1,1,0,1,1,1,0,2,0,5,1,2,3,2,2,1,3,1,2,4,2,2,2,2,9,4,4,2,14,-1,0,1,4,2,2,5,2,-1
NS15567F,7248.8,28,2,1,2,1,1,2,1,15,1,2,1,0,1,1,1,0,2,0,7,1,2,3,2,2,2,3,1,2,2,1,2,1,2,9,4,4,2,8,-1,0,1,4,2,2,4,1,-1
NS10485M,7207.2,34,2,1,2,0,1,2,1,15,1,2,1,0,0,1,0,0,2,0,-94,1,3,2,2,2,1,3,0,2,1,2,2,2,2,9,4,4,1,9,-1,0,1,4,2,2,4,2,-1
NS16411V,7200,29,2,2,1,0,1,4,2,-98,-98,-98,-98,1,0,1,0,0,-98,0,3,3,2,0,1,1,1,1,2,2,1,2,2,2,2,4,4,2,2,8,0,0,1,2,1,1,1,1,-1
NS16016R,7176,41,1,1,2,1,1,5,1,15,3,1,3,0,0,2,0,0,2,0,5,2,2,4,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,7,0,12,1,5,2,2,4,-8,-1
NS19115E,7155.2,27,1,1,2,1,1,2,1,-98,-98,1,-98,0,1,1,0,0,1,1,7,1,3,0,2,1,2,3,0,2,1,2,2,1,2,9,4,4,2,12,-1,10,1,8,2,1,4,3,-1
NS23614A,7150,36,2,1,2,1,1,2,1,-99,1,2,1,0,0,2,0,0,2,0,-99,2,2,2,2,1,1,3,2,2,2,1,2,2,2,9,4,4,2,17,0,0,1,2,1,1,2,2,-1
NS20941A,7130.24,43,2,1,2,2,1,2,1,2,1,2,1,0,2,1,0,0,2,0,2,1,1,4,2,1,2,3,2,2,1,1,2,2,2,9,4,4,2,17,1,0,1,9,2,2,4,3,-1
NS23154S,7092.8,22,2,1,2,1,1,2,1,13,1,2,1,0,1,1,0,0,2,0,3,1,4,1,2,1,2,3,1,-1,1,1,2,2,2,9,4,4,2,18,-1,0,1,2,1,1,2,1,-1
NS11581F,7020,35,1,1,2,3,1,2,1,-98,-98,1,-98,0,0,2,1,0,5,1,5,3,1,5,2,2,-1,3,1,2,2,2,2,1,2,9,4,4,2,12,-1,0,1,5,2,1,4,2,-1
NS11982Q,7020,33,1,1,2,0,1,5,1,-98,-98,-98,-98,0,0,2,0,0,-98,0,7,7,2,-91,2,2,2,3,0,2,1,2,2,2,2,3,2,1,2,12,-1,4,1,4,2,1,7,4,-1
NS19773H,7020,28,1,2,2,1,1,4,2,20,1,3,1,0,1,1,0,0,2,0,5,3,1,3,2,2,1,1,-96,-96,-96,2,2,1,2,6,2,4,2,12,0,3,1,9,2,2,7,2,-1
NS19042H,7020,7,1,1,1,0,1,2,1,20,1,1,1,0,0,1,1,0,2,0,6,3,4,-91,-92,-92,-92,3,3,1,1,2,2,2,2,9,4,4,2,15,0,0,1,4,2,1,7,3,-1
NS21947C,7000,35,3,1,2,0,1,2,1,15,1,1,1,0,0,1,1,0,2,0,1,1,-1,5,2,1,2,1,0,2,1,2,2,1,2,9,4,4,2,12,-1,7,1,9,2,2,2,2,-1
NS26108L,7000,40,2,1,2,1,1,2,1,2,1,2,1,0,0,2,0,0,2,0,1,1,2,1,-92,1,1,1,2,2,1,2,2,2,2,9,4,4,2,5,-1,7,1,8,2,2,4,2,-1
NS21476Z,6916,7,2,1,2,3,1,4,2,14,1,2,1,0,3,1,0,0,3,0,6,1,4,-91,1,2,2,3,-92,2,1,1,2,2,2,9,4,4,2,11,-1,2,1,8,2,1,2,2,-1
NS20478F,6825,33,2,1,2,2,1,2,1,13,1,2,1,0,2,1,0,0,2,0,4,1,3,2,2,1,-92,3,0,2,2,1,2,2,2,9,4,4,2,12,0,0,1,1,1,1,7,2,-1
NS22425W,6786,35,2,2,1,0,1,2,1,9,1,2,1,0,0,1,0,0,2,0,2,1,1,2,2,1,2,3,0,2,1,2,2,1,2,2,4,4,2,9,-1,2,1,4,2,1,4,4,-1
NS18011C,6776.64,39,2,1,2,0,1,2,1,4,1,2,1,0,0,1,1,0,2,0,2,1,3,2,2,1,1,3,0,2,2,1,2,1,1,9,4,4,2,15,0,0,2,2,1,2,4,2,-1
NS10414Z,6760,41,1,2,1,3,1,2,1,20,1,3,1,0,2,2,1,0,2,0,1,4,2,2,-1,2,2,3,0,2,-1,2,2,1,2,9,4,4,2,12,0,-1,3,4,2,2,-8,4,-1
NS16653E,6749.6,42,2,1,2,0,1,2,1,-99,1,2,1,0,0,1,1,0,2,0,6,1,1,3,2,1,2,3,8,2,4,2,1,-91,-91,1,4,4,2,14,-1,4,1,9,2,2,5,2,-1
NS18398Y,6735.04,38,2,1,2,0,1,2,1,2,1,2,1,0,0,1,0,0,2,0,2,1,3,3,2,2,2,3,0,-1,1,1,2,2,2,9,4,4,2,14,-1,0,1,5,2,1,1,3,-1
NS19741X,6645.6,42,2,1,2,0,1,1,1,4,1,2,1,0,0,2,0,0,2,0,5,1,2,3,2,1,2,3,4,2,3,2,2,1,2,3,4,1,2,10,1,7,1,2,1,2,7,2,-1
NS24053K,6643,35,3,1,2,2,1,2,1,-98,-98,1,-98,0,1,2,1,0,5,1,3,1,3,-91,1,1,2,3,0,1,1,2,2,1,2,9,4,4,2,19,-1,0,1,1,1,1,7,2,-1
NS20483V,6600,21,2,1,2,1,1,2,1,15,1,2,1,0,1,1,0,0,3,0,5,1,4,5,2,1,2,2,0,2,1,1,2,2,1,9,4,4,2,10,0,4,1,2,1,1,4,1,-1
NS16562W,6600,39,10,1,1,1,1,2,1,15,1,3,1,0,1,1,0,0,2,0,3,1,1,2,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,14,1,2,2,3,1,1,4,2,-1
NS17871R,6598.8,44,2,1,2,0,1,1,1,13,1,2,1,0,0,1,1,0,2,0,5,1,1,5,2,1,2,3,0,2,2,1,2,1,2,4,4,2,-94,12,0,0,2,1,1,2,1,1,-1
NS20772F,6448,38,2,1,2,1,1,1,1,2,2,1,2,0,1,2,0,0,2,0,1,1,1,2,1,1,1,3,2,2,2,1,1,-91,-91,9,4,4,2,16,0,0,1,2,1,1,4,3,-1
NS13620F,6344,41,2,2,2,0,1,2,1,13,1,2,1,0,0,1,0,0,2,0,6,1,1,5,2,1,2,3,1,2,1,1,1,-91,-91,1,4,4,2,13,-1,-1,1,1,1,1,4,-1,-1
NS20187S,6318,20,1,1,2,1,1,1,1,-99,3,1,6,0,0,3,0,0,3,0,-99,1,-1,-91,2,1,1,3,0,1,1,1,2,2,2,9,4,4,2,10,0,0,1,2,1,1,1,1,-1
NS24737Q,6292,31,2,1,1,1,1,4,2,-98,-98,2,-98,0,1,1,1,0,1,1,5,1,2,-91,2,1,1,2,2,1,4,2,2,1,2,9,4,4,2,11,-1,10,1,8,2,2,7,5,-1
NS21372S,6250.4,22,9,1,1,1,1,4,1,-98,-98,3,-98,0,0,3,1,0,5,1,7,1,2,-91,2,2,1,3,5,2,4,1,2,1,2,9,4,4,2,15,-1,0,1,1,1,2,4,1,-1
NS11667A,6250.4,27,2,1,2,1,1,2,1,9,1,2,1,0,0,2,0,0,2,0,7,1,4,0,2,1,2,3,11,2,4,1,2,1,2,3,4,1,2,6,0,2,2,9,2,2,4,2,-1
NS14998D,6247.8,23,2,1,1,2,1,2,1,1,1,2,1,0,2,1,0,0,2,0,1,1,1,5,2,1,1,1,0,2,1,2,1,-91,-91,1,4,4,2,15,1,2,1,5,2,1,4,1,-1
NS19735G,6240,43,2,1,1,0,1,1,1,20,3,2,8,0,0,1,0,0,2,0,2,3,1,3,2,2,2,3,1,2,1,2,1,-91,-91,1,4,4,2,16,-1,0,1,2,1,2,5,1,-1
NS22480H,6240,41,2,1,2,1,1,8,1,15,1,2,1,0,1,1,0,0,2,0,5,1,1,4,2,1,2,3,3,2,2,1,2,2,2,9,4,4,2,21,-1,3,1,5,2,1,5,4,-1
NS24590W,6234.8,32,2,1,2,2,1,2,1,2,1,2,1,1,1,1,0,0,2,0,2,7,2,4,2,1,1,3,0,1,2,1,2,2,2,9,4,4,2,10,0,0,1,2,1,2,4,3,-1
NS19194K,6149,38,2,1,2,1,1,2,1,4,1,2,1,0,1,1,0,0,2,0,1,1,3,3,2,1,2,2,0,2,1,2,2,2,2,9,4,4,2,16,-1,0,1,1,1,1,5,1,-1
NS15355E,6115.2,20,2,2,2,3,1,6,1,-98,-98,2,-98,1,2,1,0,0,1,1,3,6,3,1,1,1,1,3,8,2,4,1,2,2,2,3,4,1,1,14,-1,7,1,5,2,2,4,3,-1
NS25534D,6060.6,37,2,1,2,0,1,2,1,15,1,2,1,0,0,1,0,0,2,0,3,1,1,1,1,1,1,3,3,2,3,1,2,1,2,3,4,1,2,13,0,10,1,2,1,2,5,3,-1
NS18807G,6042.4,33,2,1,1,3,1,5,1,19,3,2,3,0,3,1,0,0,2,0,6,1,2,2,2,1,2,3,2,1,2,2,2,2,2,9,4,4,2,11,-1,1,1,4,2,2,6,2,-1
NS22343F,6017.44,44,2,1,2,0,1,2,1,19,1,2,1,0,0,1,0,0,2,0,5,1,3,1,1,2,2,2,1,2,1,1,2,2,2,9,4,4,2,12,-1,-1,1,1,1,1,2,-1,-1
NS21626F,6000,28,2,1,2,0,1,1,1,9,1,2,1,0,0,1,1,0,2,0,4,1,4,2,2,2,2,3,1,-92,1,1,2,1,1,9,4,4,2,13,-1,0,1,2,1,1,1,1,-1
NS12264J,6000,39,4,1,2,1,1,2,1,2,1,2,1,0,1,1,0,0,2,0,2,1,4,2,-1,2,1,2,3,2,3,2,2,1,2,7,4,4,2,13,-1,0,2,2,1,2,5,2,-1
NS20786E,6000,21,2,1,1,1,1,2,1,-99,1,2,1,0,0,2,0,0,3,0,-99,1,3,1,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,10,0,8,1,4,2,1,5,2,-1
NS22336P,6000,28,2,1,1,0,1,1,1,-98,-98,2,-98,0,0,1,0,0,4,1,3,1,3,1,1,1,1,1,7,2,3,1,2,2,2,4,4,2,2,12,1,9,1,8,2,2,1,4,-1
NS10475S,5980,33,2,1,2,0,1,2,1,15,1,2,1,0,0,1,1,0,3,0,5,2,2,3,2,1,1,3,2,2,3,1,2,1,2,3,2,1,2,13,0,0,1,2,1,1,2,2,-1
NS21965P,5928,38,2,1,2,1,1,2,1,20,1,2,1,0,0,2,0,0,2,0,7,1,4,4,2,2,1,3,0,2,2,1,2,1,2,9,4,4,2,14,-1,-1,1,1,1,2,4,-1,-1
NS15658P,5928,37,2,1,1,0,1,2,1,13,1,2,1,0,0,1,0,1,2,0,4,1,1,5,2,1,1,3,5,2,3,2,1,-91,-91,1,4,4,2,16,-1,4,1,5,2,2,4,2,-1
NS25546A,5907.2,31,2,1,2,1,1,2,1,4,2,2,2,0,0,2,1,0,3,0,2,1,1,2,1,1,1,3,1,2,2,1,2,1,2,3,4,1,2,14,0,0,1,4,2,2,5,3,-1
NS20522D,5850,36,2,1,2,2,1,1,2,13,2,3,2,0,1,2,1,0,2,0,7,5,2,3,2,2,2,3,10,2,3,1,2,2,2,9,4,4,2,12,-1,-1,1,1,1,2,5,-1,-1
NS12643C,5850,27,2,2,2,1,1,2,1,20,3,2,6,0,1,1,0,0,2,0,5,1,4,4,2,2,2,3,0,2,2,2,2,1,2,9,4,4,2,2,-1,0,1,1,1,1,4,3,-1
NS11844M,5850,39,2,1,1,1,1,4,1,13,1,2,1,0,1,1,0,0,2,0,4,1,2,1,2,1,2,2,1,2,1,1,2,2,2,9,4,4,2,17,0,1,1,2,1,1,4,1,-1
NS19395Q,5850,34,2,1,2,1,1,2,1,2,1,2,1,0,0,1,0,0,2,0,2,1,1,2,2,-1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,16,1,4,1,5,2,1,4,3,-1
NS24453T,5840,34,3,1,2,0,1,4,1,-98,-98,1,-98,0,2,1,0,0,1,1,4,1,3,2,2,1,1,2,8,1,4,1,2,2,1,9,4,4,2,5,-1,12,1,9,2,2,4,5,-1
NS22246G,5824,20,2,1,2,1,1,2,1,-99,1,2,1,0,1,2,1,0,2,0,3,1,1,4,1,1,2,3,3,2,1,2,1,-91,-91,1,4,4,2,10,0,5,1,2,1,1,7,3,-1
NS23599K,5787.6,39,2,1,1,0,1,1,1,20,1,2,1,0,0,1,1,0,2,0,6,1,2,4,2,2,1,1,5,2,4,2,2,2,2,9,4,4,2,3,-1,8,1,4,2,2,5,2,-1
NS13681Z,5754.84,35,2,1,2,0,1,2,1,4,1,2,1,0,0,1,1,0,2,0,2,1,2,4,2,2,2,2,0,2,1,2,1,-91,-91,1,4,4,2,15,1,0,1,2,1,2,7,2,-1
NS14223W,5720,31,2,1,2,1,1,6,1,3,3,2,7,0,1,2,1,0,2,0,6,7,1,3,2,2,2,3,3,1,1,2,2,1,2,3,4,1,2,16,-1,-1,1,1,1,2,2,2,-1
NS13526K,5720,37,2,1,2,2,1,4,2,-98,-98,2,-98,0,1,2,0,0,4,1,7,1,2,3,2,1,1,3,5,2,4,2,2,2,2,9,4,4,2,9,-1,1,1,4,2,2,2,3,-1
NS22393D,5720,36,4,1,2,1,1,2,1,4,1,2,1,0,0,2,0,0,2,0,2,1,2,2,2,2,1,3,2,2,2,2,1,-91,-91,1,4,4,2,15,1,0,1,2,1,2,4,2,-1
NS19655T,5709.6,34,2,1,2,0,1,2,1,13,1,2,1,0,0,1,1,0,2,0,2,1,3,3,2,1,2,3,4,2,3,1,2,1,1,9,4,4,2,7,-1,0,2,1,1,1,2,3,-1
NS10988B,5667.48,41,2,1,2,1,1,2,1,15,1,2,1,0,0,2,0,0,2,0,5,1,2,5,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,9,-1,0,1,1,1,2,7,1,-1
NS12047T,5655,30,2,1,2,0,1,2,1,8,1,2,1,0,0,1,1,0,2,0,2,1,1,2,2,1,1,2,7,1,3,1,1,-91,-91,9,4,4,2,4,0,0,1,1,1,2,7,2,-1
NS23134D,5636.8,32,2,2,2,1,1,5,2,-98,-98,2,-98,0,0,2,0,0,1,1,6,1,-1,5,2,1,1,3,2,2,1,1,1,-91,-91,1,4,4,2,15,-1,0,1,5,2,1,7,3,-1
NS25008N,5616,39,2,1,2,1,1,8,1,4,1,2,1,0,1,1,0,0,2,0,2,1,1,3,2,1,1,3,4,2,3,2,1,-91,-91,1,4,4,2,8,1,0,2,5,2,2,4,1,-1
NS17721R,5595.2,23,2,1,2,1,1,4,1,15,1,2,1,1,0,2,1,0,3,0,2,1,3,3,2,1,1,3,0,2,2,2,2,2,2,9,4,4,1,13,-1,-1,1,9,2,2,4,2,-1
NS13003G,5560.36,33,2,1,2,2,1,2,1,20,1,2,1,0,2,1,0,0,2,0,7,1,4,1,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,11,0,1,1,2,1,1,7,2,-1
NS22142A,5470.4,19,2,2,1,0,1,5,1,-99,1,2,1,0,0,1,0,0,2,0,-99,1,-1,-91,-92,1,2,3,3,2,4,1,2,2,2,9,4,4,2,10,-1,6,1,4,2,2,3,2,-1
NS12957H,5467.8,36,2,1,1,1,1,1,1,15,1,2,1,0,1,1,0,0,2,0,-99,3,1,5,2,2,2,3,1,2,1,2,2,1,2,3,4,1,2,16,1,2,1,2,1,1,5,1,-1
NS14077T,5466.24,26,2,1,2,1,1,2,1,16,1,2,1,0,1,1,0,0,2,0,2,1,1,2,2,1,1,3,11,2,4,2,2,2,2,9,4,4,2,11,1,6,1,4,2,2,4,3,-1
NS17742G,5434,28,2,1,2,0,1,2,1,14,1,2,1,0,0,1,1,0,2,0,5,1,2,2,2,2,1,3,0,2,2,1,2,1,1,9,4,4,2,11,0,0,1,2,1,2,5,1,-1
NS21631V,5418.4,37,2,1,2,0,1,2,1,9,1,2,1,0,0,1,1,0,2,0,6,1,3,2,2,1,2,3,0,2,1,1,2,1,1,9,4,4,2,5,-1,-1,1,2,1,1,7,-1,-1
NS24200N,5408,25,2,1,2,0,1,6,1,4,1,2,1,0,0,1,0,0,2,0,1,2,2,4,2,1,1,3,8,2,4,1,2,2,2,9,4,4,2,8,-1,-1,1,1,1,1,4,-1,-1
NS14585X,5400,36,2,1,2,1,1,2,1,8,1,2,1,0,1,1,0,0,2,0,2,1,3,-91,2,1,2,3,2,2,2,2,2,2,2,9,4,4,2,9,-1,5,1,2,1,1,7,1,-1
NS15453E,5372.64,32,2,1,2,0,1,6,1,17,1,2,1,0,0,2,1,0,2,0,4,4,1,3,2,2,-1,3,5,2,3,2,1,-91,-91,1,4,4,2,16,1,4,2,5,2,2,5,4,-1
NS22725C,5361.72,40,2,1,1,0,1,4,1,17,1,2,1,0,0,1,1,0,2,0,4,1,3,2,2,1,1,3,0,2,2,1,2,2,2,9,4,4,2,6,-1,6,1,8,2,1,5,5,-1
NS11858L,5312.84,16,2,1,2,1,1,5,1,20,1,2,1,0,1,1,1,0,3,0,2,2,3,-91,1,1,2,3,10,1,3,1,2,2,2,9,4,4,2,14,0,0,1,2,1,1,4,2,-1
NS24419X,5200,34,2,1,1,1,1,1,1,20,2,3,2,0,1,1,1,0,2,0,3,4,3,2,2,2,2,3,2,2,1,2,2,2,2,9,4,4,2,7,-1,-1,3,9,2,2,4,-1,-1
NS18998L,5200,33,1,1,1,2,1,1,1,20,1,3,1,1,1,2,0,0,2,0,7,4,1,2,2,2,2,3,1,1,1,2,2,1,2,6,2,4,2,14,-1,0,2,2,1,1,4,1,-1
NS13812S,5200,26,2,1,2,0,1,2,2,-98,-98,2,-98,0,0,1,0,0,5,1,7,1,4,3,2,1,1,3,0,2,1,2,2,2,2,9,4,4,2,17,-1,8,1,2,1,1,1,2,-1
NS25638K,5200,39,2,2,2,3,1,5,2,20,2,3,2,1,1,2,0,0,2,0,7,5,1,5,2,2,1,3,1,2,1,2,2,1,2,3,4,1,2,13,-1,0,2,9,2,2,4,2,-1
NS11253S,5200,21,2,1,1,0,1,2,1,-99,1,2,1,0,0,1,0,0,2,0,-99,1,1,3,1,1,2,3,1,2,1,1,2,2,2,9,4,4,2,8,-1,7,1,4,2,2,7,3,-1
NS19986K,5183.36,42,2,1,2,1,1,2,1,9,1,2,1,0,1,1,1,0,2,0,2,1,3,2,2,2,1,3,0,2,2,1,2,2,2,9,4,4,2,12,0,0,1,2,1,2,1,2,-1
NS19513L,5179.2,45,2,1,2,0,1,1,1,-99,1,2,1,0,0,1,0,0,2,0,6,1,4,0,1,2,1,1,-92,2,2,1,2,1,2,9,4,4,2,10,0,3,1,4,2,1,4,4,-1
NS12878W,5124.6,34,2,1,1,0,1,2,1,-99,2,2,2,0,0,1,1,0,2,0,-99,1,2,3,2,2,2,2,0,2,1,1,2,2,2,9,4,4,2,18,1,4,1,5,2,1,4,1,-1
NS23689S,5096,37,2,1,2,0,1,1,1,8,1,2,1,0,0,1,0,0,2,0,6,3,2,5,-1,1,2,3,0,2,2,1,2,2,2,9,4,4,2,10,0,0,1,2,1,1,7,2,-1
NS25754X,5075.2,38,2,1,2,1,1,2,1,7,1,2,1,0,3,1,0,1,3,0,2,1,1,5,2,1,1,3,2,2,1,2,1,-91,-91,1,4,4,2,12,-1,3,3,9,2,2,4,3,-1
NS10186G,5054.4,45,10,1,2,0,1,2,1,-99,1,3,1,0,0,1,0,1,2,0,-99,1,1,5,2,2,2,2,0,2,1,1,1,-91,-91,1,4,4,2,8,-1,-1,1,5,2,1,4,-1,-1
NS22695M,5000.32,23,2,1,2,2,1,4,1,-98,-98,2,-98,0,1,2,0,0,4,1,6,1,4,2,2,2,2,1,0,2,2,1,2,1,1,9,4,4,2,14,-1,0,1,9,2,2,4,2,-1
NS21393H,5000.32,40,2,1,2,0,1,2,1,-98,-98,2,-98,0,0,1,0,0,5,1,5,1,1,4,2,2,2,3,3,2,3,2,1,-91,-91,1,4,4,2,14,1,0,1,2,1,1,4,2,-1
NS25037W,5000,38,4,1,2,1,1,2,1,1,1,2,1,1,0,1,1,0,3,0,4,2,2,2,2,2,2,3,0,2,1,1,2,1,1,6,2,4,2,11,-1,-1,1,2,1,1,4,-1,-1
NS16960C,5000,37,4,1,2,1,1,1,1,2,1,2,1,0,1,2,0,0,2,0,6,1,1,5,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,14,-1,1,1,1,1,2,4,1,-1
NS19523F,5000,30,3,1,2,1,1,1,1,20,1,3,1,0,0,2,1,0,2,0,4,4,-1,5,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,2,1,2,1,2,3,1,-1
NS10158A,5000,41,2,1,2,1,1,2,1,13,1,2,1,0,1,1,0,0,2,0,4,1,2,5,1,1,1,3,2,2,3,2,1,-91,-91,1,4,4,2,8,1,2,1,4,2,2,7,2,-1
NS18377H,4940,37,2,1,2,0,1,1,1,-98,-98,2,-98,0,0,1,0,0,1,1,-99,1,2,0,-1,1,1,2,5,-92,3,1,2,1,2,9,4,4,2,11,-1,0,1,1,1,1,4,1,-1
NS10833W,4940,37,2,2,2,1,1,4,2,-98,-98,2,-98,0,0,2,0,0,5,1,7,1,2,-91,2,2,-92,1,8,-1,4,2,2,2,2,9,4,4,2,12,-1,1,1,4,2,1,4,2,-1
NS13239B,4940,40,2,2,2,0,1,2,1,14,1,2,1,0,0,1,0,0,2,0,4,1,2,4,2,1,1,3,0,2,2,2,2,2,2,9,4,4,2,10,-1,4,1,4,2,2,7,3,-1
NS19204L,4940,38,2,2,2,0,1,2,2,-98,-98,2,-98,0,0,1,1,0,5,1,5,2,3,2,2,2,1,3,2,2,1,2,2,1,2,9,4,4,2,14,1,0,1,1,1,1,7,1,-1
NS14981B,4914,40,5,2,2,2,1,4,2,-99,3,3,3,0,2,2,0,0,4,0,6,1,2,2,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,0,1,4,2,2,4,4,-1
