NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW
NS19664M,25728,35,1,1,1,0,1,1,1,9,1,2,1,0,0,1,0,0,2,0,6,1,2,3,2,2,1,3,2,1,1,1,1,-91,-91,1,4,4,2,7,1,3,1,1,1,1,2,3,-1
NS13622H,25536,42,1,1,2,1,1,2,1,20,1,1,1,0,1,1,1,0,2,0,-94,1,2,1,2,1,2,3,1,2,-1,2,2,2,2,9,4,4,2,16,1,6,1,9,2,2,2,2,-1
NS16174J,25500,34,1,1,2,0,1,2,1,13,1,1,1,0,0,1,0,0,3,0,6,1,1,4,1,1,1,3,4,2,3,1,2,2,1,9,4,4,2,7,-1,-1,1,1,1,2,7,-1,-1
NS22637X,25480,37,1,1,2,3,1,2,1,-99,-94,1,-94,0,3,1,0,0,2,0,2,7,1,3,2,2,2,3,3,1,2,2,2,1,2,3,4,1,2,11,-1,3,1,5,2,2,5,2,-1
NS17914E,25292.8,28,1,1,2,1,1,2,1,16,1,1,1,0,1,1,0,0,2,0,5,1,1,3,-1,1,2,3,3,1,2,2,1,-91,-91,1,4,4,2,17,-1,2,1,4,2,1,5,1,-1
NS25672G,25200,40,1,1,2,1,1,2,1,3,1,1,1,0,1,1,0,0,2,0,1,1,1,5,2,2,1,3,2,2,3,2,1,-91,-91,1,4,4,2,17,1,0,1,5,2,2,7,2,-1
NS16956P,25012,43,1,1,2,0,1,2,1,8,1,1,1,0,0,1,1,0,2,0,1,1,-1,3,2,2,1,3,1,2,2,1,2,2,2,9,4,4,2,6,-1,10,1,2,1,1,7,1,-1
NS18492T,25000,34,3,1,2,-99,1,2,1,9,1,1,1,0,1,1,0,0,2,0,4,3,2,2,2,1,2,-99,3,2,3,1,1,-91,-91,1,4,4,2,12,-1,-1,1,1,1,1,1,1,-1
NS12955F,25000,34,1,1,2,1,1,2,1,7,1,1,1,0,0,1,0,0,2,0,1,2,-1,5,1,1,1,3,3,-1,4,1,2,2,2,9,4,4,2,10,-1,0,1,1,1,2,2,2,-1
NS24976X,25000,35,1,1,1,0,1,2,1,15,1,1,1,0,0,1,0,0,2,0,2,1,4,2,2,2,2,1,2,2,1,2,2,2,2,9,4,4,2,14,-1,0,1,8,2,1,5,2,-1
NS10874A,25000,35,4,1,2,2,1,6,1,15,1,2,1,0,1,2,0,0,2,0,4,3,2,4,2,2,2,3,0,2,2,1,1,-91,-91,1,4,4,2,18,1,0,1,1,1,1,5,1,-1
NS20651N,24996,29,2,1,2,1,1,1,1,9,1,2,1,0,1,2,0,0,3,0,1,1,4,1,2,1,2,3,-96,-96,-96,1,2,2,2,9,4,4,2,6,-1,0,1,2,1,1,5,1,-1
NS21479C,24700,20,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,0,0,1,1,2,1,4,5,2,1,2,3,0,2,2,1,2,2,2,8,4,3,2,11,-1,12,1,9,2,2,4,4,-1
NS16549P,24700,36,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,1,0,1,1,2,1,1,3,2,2,2,1,1,2,1,2,2,2,2,9,4,4,2,12,1,0,1,5,2,2,5,2,-1
NS24465Q,24500,48,1,1,2,1,1,2,1,7,1,1,1,0,1,1,0,0,2,0,5,1,1,3,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,21,-1,2,1,5,2,2,5,1,-1
NS19490M,24096,31,2,1,2,0,1,2,1,7,1,2,1,0,0,1,0,0,2,0,1,1,-1,1,1,1,2,3,3,2,-1,2,2,1,2,9,4,4,2,9,-1,0,1,2,1,2,2,2,-1
NS15585S,24050,26,1,1,2,0,1,2,1,13,3,1,3,0,0,1,1,0,2,0,2,1,4,1,2,2,2,3,0,2,1,2,2,2,2,9,4,4,2,10,-1,-1,1,-1,-1,1,7,-1,-1
NS13654T,24000,30,4,1,2,1,1,2,1,2,1,2,1,0,1,2,0,0,2,0,1,7,2,3,2,1,2,3,0,1,1,1,2,2,2,9,4,4,2,15,-1,0,1,2,1,1,7,2,-1
NS17252Q,24000,32,1,1,2,1,1,3,1,-98,-98,1,-98,0,0,2,0,0,4,1,2,1,1,2,2,1,1,2,0,2,2,1,1,-91,-91,1,4,4,2,16,-1,0,1,2,1,1,7,3,-1
NS20439D,24000,22,1,1,1,0,1,2,1,2,1,1,1,0,0,1,1,0,3,0,2,1,1,1,1,1,1,3,6,2,3,2,2,2,2,4,4,2,2,13,0,0,1,5,2,1,4,2,-1
NS16732R,24000,41,1,1,2,0,1,2,1,1,1,1,1,0,0,1,0,0,2,0,2,3,1,3,2,2,2,3,1,-1,1,2,1,-91,-91,1,4,4,2,14,0,6,1,5,2,1,1,3,-1
NS23575R,24000,35,1,1,1,0,1,2,1,-98,-98,1,-98,0,0,1,1,0,5,1,2,1,2,-91,1,1,1,3,5,2,3,1,2,2,1,9,4,4,2,14,0,1,1,9,2,2,2,3,-1
NS16842N,24000,30,1,1,2,0,1,2,1,-99,-99,1,-99,0,0,1,0,0,5,0,2,1,3,2,2,1,1,3,2,2,2,1,2,2,2,9,4,4,2,9,1,2,1,1,1,2,4,1,-1
NS17702D,24000,27,1,1,2,0,1,2,1,2,1,1,1,0,0,2,0,0,2,0,-94,1,2,1,2,2,2,3,8,2,1,2,2,1,2,3,4,1,2,14,1,10,1,5,2,1,3,3,-1
NS23639V,24000,37,2,1,2,0,1,2,1,9,1,2,1,0,0,1,1,0,2,0,2,1,1,2,2,2,2,3,7,2,3,2,1,-91,-91,1,4,4,2,9,1,0,1,5,2,2,4,4,-1
NS19155H,23400,36,1,2,1,0,1,2,1,-98,-98,1,-98,0,0,2,0,0,4,1,1,1,2,3,-1,2,2,3,0,2,2,2,2,1,2,9,4,4,2,13,0,1,1,1,1,2,7,2,-1
NS10875B,23322,40,1,1,2,0,1,4,1,16,1,1,1,0,0,1,0,0,3,0,3,1,1,3,1,1,2,3,3,2,2,1,2,2,2,9,4,4,2,8,0,-1,1,5,2,2,4,2,-1
NS14322X,23000,38,1,1,2,2,1,2,1,13,1,3,1,1,1,1,0,0,2,0,1,1,2,4,2,2,1,3,0,2,2,2,2,1,2,3,4,1,2,15,0,10,1,5,2,2,5,2,-1
NS25912W,22800,37,1,1,2,1,1,2,1,2,1,1,1,0,1,1,0,0,2,0,2,1,1,3,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,16,-1,-1,1,1,1,2,2,-1,-1
NS18128G,22800,42,1,1,2,0,1,2,1,8,1,2,1,0,0,1,0,0,2,0,1,1,1,5,2,1,2,3,1,2,1,2,2,1,2,3,4,1,2,10,-1,6,1,1,1,1,4,2,-1
NS13834J,22800,29,1,1,2,0,1,2,1,-94,-98,1,-98,0,0,1,1,0,2,1,-94,1,1,2,-1,1,1,3,9,2,4,2,2,1,2,3,4,1,2,9,-1,11,1,8,2,1,4,5,-1
NS21167Z,22560,25,1,1,2,1,1,2,1,4,1,1,1,0,0,3,0,0,2,0,2,1,4,4,2,1,1,3,7,2,3,1,2,2,2,9,4,4,2,5,0,8,1,5,2,2,7,1,-1
NS24636M,22500,44,1,1,2,0,1,2,2,4,1,-98,1,0,0,2,0,0,-98,1,3,1,1,5,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,12,0,8,1,5,2,2,4,5,-1
NS15722B,22230,35,1,1,2,0,1,2,1,16,1,1,1,0,0,1,0,0,2,0,6,3,2,2,2,2,1,3,2,1,1,2,1,-91,-91,1,4,4,2,8,1,0,1,2,1,1,5,2,-1
NS21796V,22139,35,1,1,1,0,1,8,1,-98,-98,1,-98,0,0,1,0,0,1,1,2,1,2,2,2,2,1,1,0,2,1,2,2,1,2,3,4,1,2,8,-1,0,1,9,2,2,4,3,-1
NS18647F,22000,29,3,1,2,-995,1,2,1,20,1,2,1,0,2,1,0,0,2,0,4,8,2,4,2,2,1,-94,2,2,2,2,2,1,2,3,4,1,2,10,0,1,1,5,2,2,5,2,-1
NS16637V,22000,34,2,1,2,1,1,2,1,2,1,2,1,0,1,1,0,0,2,0,1,1,2,4,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,15,1,0,1,2,1,1,4,1,-1
NS19574E,21964.8,35,1,1,2,1,1,2,1,8,1,1,1,0,0,2,0,0,2,0,2,1,2,4,1,2,2,3,0,2,2,1,1,-91,-91,1,4,4,2,16,-1,3,1,2,1,1,7,2,-1
NS19909G,21856.64,37,1,1,2,1,1,2,1,15,1,1,1,0,1,2,0,0,2,0,1,1,3,2,2,2,1,3,1,2,1,1,2,1,2,9,4,4,2,11,0,0,1,2,1,2,4,2,-1
NS12606C,21840,42,1,1,2,-995,1,2,1,2,1,1,1,0,0,1,0,0,2,0,2,5,1,5,2,2,2,-94,5,2,4,2,1,-91,-91,1,4,4,2,12,-1,0,1,1,1,2,5,2,-1
NS22274N,21840,30,1,1,2,1,1,2,1,14,1,2,1,0,1,1,0,0,2,0,6,1,1,5,2,2,1,3,8,1,3,2,1,-91,-91,1,4,4,2,14,1,2,1,4,2,1,5,2,-1
NS11323L,21645,31,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,0,0,1,1,2,6,1,5,2,2,2,3,0,2,2,1,2,2,2,3,4,1,2,11,1,11,1,5,2,2,4,2,-1
NS10732S,21600,38,1,1,2,2,1,2,1,2,1,2,1,0,2,1,0,0,2,0,2,1,2,4,2,2,2,3,1,2,1,1,2,2,2,9,4,4,2,15,-1,4,2,9,2,2,4,1,-1
NS14836G,21600,34,1,1,2,-99,1,2,1,2,1,1,1,0,1,1,0,0,2,0,2,1,2,3,2,1,2,-99,1,2,1,2,1,-91,-91,1,4,4,2,16,-1,1,1,1,1,2,4,1,-1
NS17823W,21600,44,1,1,2,0,1,2,1,13,1,1,1,0,0,1,0,0,2,0,5,1,1,3,2,1,1,3,0,2,2,1,1,-91,-91,1,4,4,2,17,0,0,1,9,2,2,2,2,-1
NS16261N,21600,28,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,0,0,5,1,2,1,1,3,1,1,1,3,3,-1,2,1,1,-91,-91,1,4,4,2,15,1,1,2,9,2,2,7,1,-1
NS16133E,21600,42,1,1,2,0,1,2,1,13,1,1,1,0,0,1,0,0,3,0,6,1,1,2,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,2,13,1,0,1,1,1,2,2,2,-1
NS24178G,21600,48,1,1,2,1,1,6,1,2,1,1,1,0,1,1,0,0,2,0,2,-92,1,3,2,2,1,3,2,2,1,1,1,-91,-91,1,4,4,2,15,1,9,1,5,2,2,4,4,-1
NS25481W,21500,38,1,1,2,0,1,2,1,4,1,1,1,0,0,2,1,0,2,0,3,3,2,3,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,13,0,4,1,1,1,2,4,1,-1
NS18909L,21228,46,1,1,2,0,1,1,1,8,1,1,1,0,0,1,0,0,2,0,2,1,1,3,2,1,1,3,10,2,4,2,1,-91,-91,1,4,4,2,12,1,7,1,5,2,2,4,1,-1
NS21022N,21000,48,1,1,2,1,1,2,1,-98,-98,1,-98,0,1,1,0,0,5,1,-99,6,1,5,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,11,0,1,1,5,2,2,4,2,-1
NS25289A,21000,39,1,1,2,0,1,2,1,1,1,1,1,0,0,1,0,0,2,0,1,1,1,2,2,2,2,3,1,2,1,2,1,-91,-91,1,4,4,2,16,1,2,1,2,1,1,4,2,-1
NS10680L,20800,22,2,1,2,2,1,2,1,1,1,2,1,0,2,1,0,0,2,0,1,1,2,2,1,1,1,3,0,2,1,2,2,2,2,9,4,4,2,14,-1,10,1,5,2,1,4,4,-1
NS23277M,20800,44,1,1,2,1,1,2,1,15,1,2,1,0,0,2,1,0,2,0,7,4,2,2,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,10,0,0,1,1,1,2,5,2,-1
NS18448C,20800,34,1,1,2,0,1,2,1,4,1,1,1,0,0,1,0,0,2,0,2,7,3,1,1,1,2,3,10,2,3,2,1,-91,-91,1,4,4,2,11,1,2,1,1,1,2,2,3,-1
NS18241Q,20500,29,1,1,1,0,1,2,1,2,1,3,1,0,0,1,2,0,2,0,2,4,2,3,2,2,2,3,3,1,2,2,2,2,2,9,4,4,2,8,-1,-1,1,2,1,1,7,-1,-1
NS14319K,20400,41,2,1,2,1,1,1,1,7,3,2,3,0,1,1,0,0,2,0,2,8,1,2,2,2,2,3,0,-1,1,2,2,2,2,9,4,4,2,14,-1,1,1,4,2,1,5,2,-1
NS10128R,20400,26,1,1,2,1,1,3,1,14,1,1,1,0,1,1,0,0,2,0,1,1,3,1,1,-92,2,3,10,2,4,1,2,2,2,9,4,4,2,8,0,-1,1,1,1,2,5,3,-1
NS17642E,20400,40,1,1,1,1,1,2,1,15,1,1,1,0,0,2,1,0,3,0,5,1,2,4,2,1,2,3,2,2,4,1,1,-91,-91,1,4,4,2,14,1,0,2,2,1,1,2,2,-1
NS21732Y,20400,25,1,1,2,1,1,2,1,9,1,1,1,0,1,1,0,0,2,0,5,1,3,4,-1,1,2,3,11,2,4,2,1,-91,-91,1,4,4,2,9,1,4,1,2,1,2,4,2,-1
NS17906M,20280,27,2,1,2,1,1,1,1,-99,1,2,1,0,1,1,0,0,2,0,-99,2,1,5,2,2,1,3,6,2,4,1,2,2,2,9,4,4,2,9,1,0,1,5,2,2,4,2,-1
NS21374V,20268,33,1,1,2,0,1,2,1,-99,2,1,2,0,0,1,0,0,2,0,2,2,2,2,2,1,1,3,2,2,2,2,2,1,1,9,4,4,2,12,-1,12,1,5,2,2,1,3,-1
NS26040D,20268,46,2,1,2,0,1,3,1,-99,1,2,1,0,0,1,1,0,2,0,-99,1,1,5,2,1,1,3,2,2,3,1,2,2,2,9,4,4,2,16,1,0,1,5,2,1,4,3,-1
NS11983R,20202,30,1,1,2,2,1,2,1,9,1,2,1,0,0,4,1,0,2,0,5,1,3,3,2,-92,1,3,9,2,4,1,2,1,1,9,4,4,2,18,-1,2,1,1,1,2,5,4,-1
NS21263X,20000,37,1,1,2,0,1,2,1,1,1,1,1,0,0,1,0,0,2,0,1,8,1,4,2,2,2,3,3,2,2,2,1,-91,-91,1,4,4,2,16,-1,-1,1,1,1,2,4,-1,-1
NS11010G,19984.64,30,1,1,2,2,1,8,1,4,1,1,1,0,2,1,1,0,2,0,2,1,2,2,2,1,1,3,8,2,3,1,2,2,2,9,4,4,2,18,0,1,1,2,1,1,7,4,-1
NS19580V,19890,34,1,2,2,2,1,2,1,19,1,3,1,0,2,2,0,0,2,0,2,3,3,3,2,2,-92,3,0,-1,1,1,2,2,2,9,4,4,2,18,-1,0,2,1,1,1,2,-9,-1
NS22228V,19500,26,2,1,2,2,-999,-999,-91,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1,2,4,2,2,2,3,9,2,4,1,2,1,2,1,4,4,2,12,-1,0,1,2,1,2,2,1,-1
NS15542L,19500,37,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,0,0,5,1,1,1,1,3,2,1,1,3,-99,-99,-99,1,2,1,2,9,4,4,2,14,0,0,1,5,2,1,7,2,-1
NS16676X,19356,33,1,1,2,1,1,2,1,15,1,1,1,0,1,1,0,1,2,0,2,1,1,5,2,1,1,3,3,2,2,1,2,1,2,4,4,2,2,9,-1,9,1,9,2,2,4,3,-1
NS21417H,19272,15,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,0,0,1,1,3,1,2,2,2,2,1,3,11,2,4,1,2,2,2,9,4,4,2,10,-1,12,1,2,1,2,4,3,-1
NS16838A,19259.24,17,1,1,2,1,1,2,1,15,1,1,1,0,0,2,0,0,2,0,5,1,3,2,2,1,1,3,1,2,2,1,2,2,2,9,4,4,2,14,0,10,1,4,2,2,4,2,-1
NS15174N,19240,21,1,1,2,1,1,5,1,-98,-98,1,-98,1,0,1,0,0,1,1,3,6,2,2,1,2,1,3,3,1,3,2,2,1,2,9,4,4,2,13,0,10,1,1,1,2,4,3,-1
NS23475P,19200,41,1,1,2,0,1,1,1,15,2,1,2,0,0,1,1,1,2,0,3,1,1,5,2,1,1,3,0,2,2,1,2,1,2,9,4,4,2,8,-1,-1,1,1,1,2,4,-1,-1
NS20382R,19200,36,1,1,2,0,1,2,1,8,1,1,1,0,0,1,0,0,2,0,6,3,1,3,-1,2,2,3,0,2,-1,2,1,-91,-91,1,4,4,2,15,1,1,1,4,2,1,5,1,-1
NS10773X,19116,15,1,1,2,0,1,2,1,6,1,1,1,0,0,1,1,0,2,0,2,1,4,-91,2,2,1,1,2,-1,2,2,2,1,2,9,4,4,2,11,-1,1,1,8,2,1,5,1,-1
NS13435B,19110,32,1,2,2,2,1,2,1,20,1,3,1,0,1,2,0,0,2,0,6,4,2,3,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,12,1,0,1,1,1,2,5,1,-1
NS23884R,19000,42,2,1,2,0,1,2,1,2,1,2,1,0,0,1,1,0,2,0,1,1,2,4,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,17,-1,0,1,1,1,1,7,-9,-1
NS20248S,19000,29,1,1,2,1,1,1,1,-98,-98,1,-98,0,1,2,0,0,5,1,2,1,2,-91,2,1,2,3,2,2,2,2,2,2,2,9,4,4,2,8,-1,2,1,2,1,2,4,2,-1
NS13301L,19000,38,1,1,1,1,1,5,2,2,1,1,1,0,1,1,0,0,2,0,2,1,2,4,2,2,2,3,-92,1,1,1,2,2,2,4,4,2,2,8,-1,0,1,9,2,2,4,4,-1
NS10262Q,19000,37,1,1,2,2,1,2,1,2,1,1,1,0,1,2,0,0,2,0,1,1,1,3,2,1,1,3,0,2,2,2,2,1,2,3,4,1,2,14,0,12,1,8,2,2,5,5,-1
NS25047Q,18720,38,1,1,2,1,1,2,1,-98,-98,1,-98,0,0,1,1,0,5,1,2,1,1,3,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,10,0,2,1,5,2,2,4,4,-1
NS20539F,18720,45,1,1,2,3,1,2,1,-99,1,1,1,0,2,2,0,0,2,0,-99,1,1,5,2,1,2,3,5,2,3,2,1,-91,-91,1,4,4,2,13,1,1,2,5,2,2,1,1,-1
NS13224B,18718.6,36,1,1,2,0,1,2,1,5,1,1,1,0,0,1,1,0,2,0,5,1,2,-1,2,2,2,3,0,2,1,1,2,1,2,9,4,4,2,14,0,4,1,1,1,2,2,2,-1
NS22888A,18585.84,40,1,1,2,1,1,2,1,2,1,1,1,0,0,3,0,0,2,0,2,4,1,5,2,2,2,3,0,2,1,1,2,1,2,3,4,1,2,18,1,1,1,5,2,1,2,3,-1
NS24322G,18564,31,1,1,2,0,1,2,1,20,1,3,1,0,0,1,0,0,2,0,5,3,1,2,2,2,2,3,0,1,1,2,1,-91,-91,1,4,4,2,12,-1,0,1,2,1,1,1,2,-1
NS21146J,18564,32,1,1,2,2,1,6,1,2,1,1,1,0,1,3,0,0,2,0,-94,1,1,2,2,1,1,3,9,2,3,2,2,2,2,9,4,4,2,10,-1,9,1,8,2,2,7,3,-1
NS18744E,18564,40,2,1,2,1,1,2,1,2,1,2,1,0,0,2,0,0,2,0,1,1,1,3,2,2,2,2,0,2,1,2,1,-91,-91,1,4,4,2,15,1,0,1,5,2,1,4,2,-1
NS21566G,18535.92,40,1,1,2,2,1,2,1,9,1,3,1,0,2,1,0,0,2,0,5,4,2,5,2,2,2,3,0,2,1,2,2,1,2,3,4,1,2,18,-1,0,1,1,1,2,2,2,-1
NS17381A,18500,32,1,1,2,3,1,2,1,1,1,2,1,0,2,2,0,0,2,0,3,1,2,4,2,2,2,3,5,2,3,1,1,-91,-91,1,4,4,2,12,-1,-1,1,4,2,2,7,-1,-1
NS11368V,18500,33,1,1,2,1,1,2,1,-99,3,1,9,0,1,1,0,0,4,0,-99,2,3,3,2,1,1,3,7,1,4,1,2,1,2,3,4,1,2,12,-1,2,1,5,2,1,5,3,-1
NS10682N,18500,37,1,1,2,0,1,4,1,-98,-98,1,-98,0,0,1,0,0,1,1,5,2,3,0,2,2,1,3,2,2,2,1,2,2,2,9,4,4,2,10,0,0,1,2,1,1,4,3,-1
NS24629W,18500,41,1,1,1,0,1,2,1,-99,1,1,1,0,0,2,0,0,2,0,2,8,1,5,2,2,2,2,0,2,1,2,1,-91,-91,1,4,4,2,16,1,3,1,3,1,1,2,2,-1
NS22285J,18486,45,1,1,2,1,1,4,1,13,1,2,1,0,1,1,0,0,3,0,5,1,2,2,2,2,1,3,0,2,1,2,2,2,2,9,4,4,2,12,-1,0,2,9,2,2,4,3,-1
NS11888V,18480,-96,1,1,2,0,1,2,1,9,1,1,1,0,0,1,0,0,2,0,5,1,4,3,-96,-96,-96,1,-96,-96,-96,2,2,1,2,9,4,4,2,9,-1,-1,1,5,2,1,-9,-9,-1
NS13683B,18317,33,2,1,2,1,1,2,1,1,1,2,1,0,1,1,0,0,2,0,2,1,1,3,2,2,2,3,6,2,3,2,2,2,2,9,4,4,2,16,-1,-1,1,1,1,1,4,-1,-1
NS16610Y,18060,23,1,1,1,1,1,2,1,13,1,1,1,0,1,1,1,0,2,0,2,6,1,3,2,2,1,3,9,1,4,1,2,1,2,9,4,4,2,10,1,9,1,4,2,2,4,3,-1
NS23933V,18000,44,1,1,2,0,1,1,1,4,1,1,1,0,0,1,1,0,2,0,2,1,1,5,2,1,2,3,0,2,2,1,1,-91,-91,1,4,4,2,14,-1,-1,1,-1,-1,2,-1,-1,-1
NS14687B,18000,36,4,1,1,1,1,2,1,9,1,2,1,0,0,2,0,0,2,0,2,1,2,-91,2,1,1,3,0,2,2,1,2,2,2,9,4,4,2,15,-1,0,1,2,1,1,4,1,-1
NS25291L,18000,31,1,1,2,0,1,2,1,20,1,1,1,0,0,1,0,0,2,0,7,1,3,4,1,1,1,3,7,2,4,2,2,2,2,6,2,4,2,13,0,1,1,9,2,2,4,2,-1
NS13723L,18000,27,2,1,2,1,1,1,1,16,1,2,1,0,1,1,0,0,2,0,4,1,-1,3,2,1,2,3,0,-1,2,1,1,-91,-91,1,4,4,2,12,1,3,2,9,2,2,2,1,-1
NS15768L,18000,41,1,1,2,0,1,2,1,2,1,1,1,0,0,1,1,0,2,0,1,3,1,5,2,2,2,3,0,1,1,2,1,-91,-91,1,4,4,2,17,1,0,1,2,1,1,5,1,-1
NS13637H,18000,22,1,1,2,0,1,2,2,-98,-98,1,-98,0,0,1,1,0,1,1,3,1,1,5,2,1,2,3,5,2,2,2,1,-91,-91,1,4,4,2,13,1,12,1,2,1,1,5,2,-1
NS24239G,18000,38,1,1,2,0,1,2,1,-98,-98,-99,-98,0,1,4,0,0,3,0,1,1,1,3,2,1,1,2,0,1,2,2,2,2,2,9,4,4,2,12,1,7,1,4,2,1,5,2,-1
NS11165M,18000,36,1,1,1,1,1,5,1,-98,-98,1,-98,0,0,3,0,0,5,1,2,1,2,3,2,1,1,3,1,2,1,2,2,2,2,9,4,4,2,15,1,0,1,10,2,2,5,3,-1
NS13253J,18000,37,2,1,2,1,1,6,1,7,1,2,1,0,1,1,0,0,3,0,2,1,2,3,2,2,-92,3,4,2,3,1,2,2,2,9,4,4,2,14,1,2,1,2,1,2,4,3,-1
NS18481Y,17832,33,2,1,2,0,1,2,1,8,1,2,1,-94,-94,-94,-94,0,2,0,1,1,2,4,-1,1,1,3,0,2,2,1,2,2,2,9,4,4,2,7,-1,-1,2,2,1,2,4,-1,-1
NS24582D,17800,36,1,1,2,1,1,1,1,-98,-98,1,-98,0,0,2,0,0,5,1,2,1,1,4,2,1,1,3,3,2,3,2,1,-91,-91,1,4,4,2,16,1,9,1,5,2,2,5,2,-1
NS23251R,17409.6,33,1,1,2,1,1,4,1,-99,3,1,3,0,0,2,0,0,2,0,3,3,1,2,2,2,2,3,2,-1,2,1,2,1,2,3,4,1,2,10,1,7,1,4,2,1,4,5,-1
NS16249H,17316,38,1,1,2,0,1,1,1,4,1,2,1,0,0,1,0,0,2,0,3,3,2,5,2,2,2,3,0,2,2,1,1,-91,-91,1,4,4,2,13,-1,0,2,1,1,2,7,2,-1
NS20042G,17280,28,1,1,1,0,1,2,1,-98,-98,1,-98,0,0,1,0,0,1,1,2,1,1,2,2,1,1,3,2,2,3,2,2,2,2,9,4,4,2,8,-1,8,1,4,2,1,2,5,-1
NS11685M,17238,46,1,1,2,0,1,1,1,15,1,3,1,0,0,1,1,0,2,0,3,1,2,3,2,2,2,3,0,2,1,1,2,2,1,9,4,4,2,5,-1,0,1,4,2,2,4,2,-1
NS17463Q,17186.4,30,2,1,2,4,1,2,1,15,1,2,1,0,2,1,0,0,3,0,1,1,4,2,2,1,1,1,2,2,1,2,2,2,2,9,4,4,1,8,-1,1,1,9,2,2,4,4,-1
NS14529J,17160,33,1,1,2,0,1,2,1,4,1,1,1,0,0,2,0,0,2,0,7,1,4,0,1,1,1,3,1,-1,2,2,2,2,2,9,4,4,2,4,-1,5,1,4,2,2,7,1,-1
NS18534F,17160,35,1,1,2,1,1,2,1,-98,-98,1,-98,0,1,1,0,0,5,1,2,1,1,4,2,1,1,2,4,2,3,2,1,-91,-91,1,4,4,2,8,1,1,6,4,2,2,4,2,-1
NS13229G,17128.8,31,1,1,2,2,1,2,2,13,1,1,1,0,2,1,0,0,2,0,2,7,2,-91,1,1,2,3,0,1,2,2,2,2,2,4,4,2,2,10,-1,4,1,2,1,1,4,3,-1
NS10597L,17004,43,1,1,1,1,1,2,1,9,1,1,1,0,1,1,0,0,2,0,2,1,1,5,2,1,1,3,0,2,2,1,1,-91,-91,1,4,4,2,9,-1,2,1,5,2,2,7,3,-1
NS16749T,17000,27,1,1,2,1,1,5,1,-98,-98,1,-98,0,0,2,0,0,5,1,2,2,2,2,1,1,2,3,4,-1,3,1,1,-91,-91,1,4,4,2,6,-1,-1,1,1,1,2,4,-1,-1
NS23912E,17000,39,1,1,2,2,1,1,1,15,1,3,1,1,1,1,1,0,2,0,6,1,1,4,2,1,2,3,9,2,4,2,1,-91,-91,1,4,4,2,4,1,2,1,5,2,1,5,4,-1
NS11675S,16800,34,1,1,2,0,1,2,1,13,1,-98,1,0,0,1,0,0,-98,1,5,1,1,1,2,1,2,3,0,2,1,2,2,2,2,9,4,4,1,6,-1,2,1,4,2,2,4,2,-1
NS11745L,16800,36,1,1,2,0,1,2,1,1,1,1,1,0,0,2,0,0,2,0,1,1,1,4,2,2,1,3,2,2,1,2,1,-91,-91,1,4,4,2,12,-1,4,1,2,1,1,5,2,-1
NS10375Q,16800,17,1,1,2,1,1,2,1,4,1,1,1,0,1,1,0,0,2,0,1,1,3,1,2,2,1,3,6,2,4,1,2,2,2,9,4,4,2,14,0,1,1,10,2,1,7,1,-1
NS12276F,16500,38,1,1,2,1,1,1,1,20,1,1,1,0,1,1,0,0,2,0,4,3,1,5,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,9,1,0,1,2,1,1,5,2,-1
NS16809S,16380,40,1,1,2,1,1,2,1,13,1,1,1,0,1,1,0,0,2,0,2,1,1,1,2,1,1,3,3,2,3,1,2,2,2,9,4,4,2,11,1,1,1,4,2,2,7,1,-1
