NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1wrkfulldad,W1wrkfullmum,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DAGEYCH,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW,W8PUSA
NS12396X,24000,43,1,1,2,0,1,2,1,4,1,1,0,0,1,0,0,2,0,1,1,1,2,2,2,2,3,0,2,2,1,2,1,2,3,4,1,2,13,0,12,-1,2,1,1,2,4,3,215.75,1040
NS24961X,-999,30,2,1,2,0,1,2,1,5,2,2,0,0,1,0,0,2,0,6,1,2,4,2,2,2,3,1,2,3,1,2,2,2,9,4,4,2,14,-1,1,-1,2,1,1,2,4,2,230.95,1045
NS16782P,-92,39,1,1,2,1,1,1,1,6,1,2,0,1,1,0,0,2,0,2,1,1,2,2,2,2,3,1,2,1,2,1,-91,-91,1,4,4,2,19,1,1,-1,1,1,1,1,2,1,328.41,1049
NS11305Z,6281.6,21,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,7,1,3,5,2,2,1,3,0,2,2,1,2,2,2,9,4,4,2,9,0,0,0,2,1,1,2,5,1,277.14,1050
NS10608N,4908.8,35,2,1,2,0,1,2,1,16,1,2,0,0,2,0,0,2,0,2,1,3,2,2,1,1,3,1,2,1,1,2,2,2,9,4,4,2,12,0,0,0,1,1,1,1,5,2,301.85,1050
NS20172S,14560,41,1,1,2,1,1,1,1,-98,1,-98,0,1,2,0,0,-98,1,-99,1,3,3,2,2,1,3,1,2,2,1,2,2,2,9,4,4,-92,9,0,5,-1,1,1,1,2,2,2,320,1050
NS22830T,31200,35,1,1,2,1,1,2,1,9,1,1,0,0,2,0,1,2,0,1,1,2,5,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,10,1,2,-1,1,1,1,1,4,2,384.76,1050
NS22766G,16000,35,1,1,2,0,1,2,1,2,1,1,0,0,1,0,1,2,0,1,1,2,5,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,12,1,0,-1,1,1,1,1,2,3,423.08,1050
NS25072T,-92,40,3,1,1,1,1,2,1,-98,1,-98,0,1,1,0,0,-98,1,4,1,1,3,1,1,1,3,2,2,3,1,2,2,2,9,4,4,2,17,1,1,-1,1,1,1,1,5,3,207.85,1070
NS18478L,9937.2,48,1,1,2,0,1,2,1,16,1,1,0,0,1,0,0,2,0,5,1,1,3,2,2,2,3,3,2,3,2,1,-91,-91,1,4,4,2,11,0,5,-1,1,1,1,1,4,3,490.76,1070
NS11950E,1400,41,2,1,1,2,1,2,1,15,1,2,0,2,1,0,0,2,0,7,1,1,3,2,1,2,3,1,2,2,1,1,-91,-91,1,4,4,2,15,1,2,-1,1,1,1,2,2,3,264.25,1073
NS24221D,28600,42,2,1,2,1,1,1,1,2,-98,2,0,0,2,0,0,5,1,2,1,1,5,2,1,1,2,1,2,2,1,1,-91,-91,1,4,4,2,17,1,10,-1,1,1,1,1,4,3,461.89,1079
NS25995F,24000,44,1,1,2,1,1,2,1,2,1,1,0,1,2,0,0,2,0,-99,1,2,4,2,1,1,3,3,2,1,1,1,-91,-91,1,4,4,2,10,1,1,-1,1,1,1,1,4,2,538.46,1099
NS17886R,36000,36,1,1,2,3,1,2,1,20,1,3,0,2,2,0,0,2,0,1,8,1,5,2,2,1,3,3,1,2,1,1,-91,-91,1,4,4,2,19,1,0,-1,2,4,2,2,7,1,-1,1100
NS15206F,26000,30,3,1,2,2,1,2,1,1,1,2,0,2,1,0,0,3,0,2,2,2,3,2,2,1,1,3,-92,3,1,2,1,2,9,4,4,2,10,1,0,-1,1,2,1,1,4,3,-1,1100
NS25219N,13312,33,1,1,2,1,1,2,1,14,1,1,0,0,2,1,0,2,0,7,1,3,4,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,14,-1,11,2,2,9,2,2,4,3,-1,1100
NS24263J,7562.88,18,2,1,2,3,1,2,1,14,1,2,1,2,1,0,0,2,0,2,1,2,2,1,2,2,3,5,2,1,2,2,2,2,9,4,4,2,16,1,8,-8,1,4,2,1,7,1,-1,1100
NS15860E,3328,26,1,1,2,0,1,4,2,15,1,2,0,0,1,0,0,2,0,2,1,4,4,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,18,-1,0,-1,2,2,1,2,4,1,-1,1100
NS24624Q,-91,28,10,1,2,1,1,5,1,15,-98,3,0,1,1,0,0,1,1,6,1,3,3,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,7,-1,0,5,2,9,2,2,4,3,-1,1100
NS12596B,-92,38,1,2,2,2,1,1,2,15,1,1,0,1,2,0,0,2,0,6,3,1,2,2,2,2,3,1,2,2,1,1,-91,-91,1,4,4,2,9,1,7,-1,2,2,1,2,5,2,-1,1100
NS25170T,-999,31,2,1,2,1,1,2,1,2,1,2,0,1,1,0,0,2,0,4,1,1,4,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,12,1,0,-1,1,5,2,1,4,1,115.47,1100
NS15639B,-91,46,10,1,2,2,1,4,1,20,3,3,0,1,2,0,0,2,0,7,1,2,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,8,-1,0,2,1,1,1,2,4,2,127.02,1100
NS21446Q,-91,37,9,1,2,0,1,2,1,4,1,3,0,0,1,1,0,2,0,-99,1,1,2,2,2,2,3,1,2,2,1,2,2,2,9,4,4,2,19,1,1,-1,1,1,1,1,7,2,197.23,1100
NS23509J,6271.2,32,2,1,1,1,1,2,1,4,1,2,0,1,1,0,0,2,0,2,1,1,1,2,1,1,3,1,-1,2,2,2,1,2,1,4,4,2,5,1,2,-1,2,1,1,2,4,2,212.47,1100
NS21373T,8736,40,1,1,1,2,1,2,1,18,1,1,0,2,1,0,0,2,0,6,1,1,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,18,0,1,1,2,1,1,2,4,1,221.71,1100
NS12874R,-999,39,1,1,2,1,1,6,1,7,3,1,0,1,1,0,0,2,0,4,1,2,2,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,13,0,0,-1,1,1,1,1,2,2,225,1100
NS20889K,11658.4,29,1,1,2,0,1,1,1,16,1,1,0,0,1,1,0,2,0,6,1,4,1,1,1,2,3,3,2,2,1,2,1,2,9,4,4,2,6,-1,2,-1,1,1,1,1,7,1,233.56,1100
NS18894E,14540.76,44,1,1,2,0,1,2,1,15,1,1,0,0,1,0,0,2,0,5,1,2,2,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,16,-1,0,3,2,1,1,2,4,1,240.38,1100
NS10250T,-91,42,10,1,2,4,1,4,2,16,1,3,0,2,2,0,0,2,0,2,1,4,1,2,2,1,1,1,2,3,1,2,2,2,9,4,4,2,18,0,11,-1,1,1,1,2,4,2,275,1100
NS15773A,12500.8,41,1,1,2,1,1,2,1,4,1,1,0,1,1,0,0,2,0,6,3,1,5,2,2,2,3,2,2,2,1,2,2,2,9,4,4,2,12,-1,8,-1,2,5,2,2,4,3,288.46,1100
NS25089W,-91,31,10,1,2,2,1,5,1,15,2,3,0,1,3,0,0,2,0,4,1,1,3,2,2,2,3,2,2,1,2,2,1,2,9,4,4,2,20,-1,0,4,2,1,1,1,4,3,288.46,1100
NS10584N,-91,29,10,1,1,0,1,1,1,15,3,3,0,0,2,0,0,3,0,1,1,3,1,2,1,1,3,0,2,1,1,2,1,2,3,4,1,2,14,1,1,-1,1,1,1,1,4,2,288.68,1100
NS14547W,9000,46,2,1,2,1,1,2,1,8,1,2,0,1,1,0,0,2,0,3,1,2,4,2,2,1,3,0,2,1,1,2,1,2,1,4,1,2,15,1,3,-1,1,1,1,2,4,1,300.23,1100
NS24433E,26936,30,1,1,2,2,1,6,1,7,1,1,0,2,1,0,0,2,0,3,1,1,2,2,1,2,3,0,2,2,1,1,-91,-91,9,4,4,2,12,0,3,2,2,1,1,2,2,2,307.39,1100
NS14166A,-91,23,10,1,1,0,1,1,2,20,-98,3,0,0,1,1,0,4,1,7,1,4,3,2,2,2,1,0,2,1,2,2,1,2,9,4,4,2,10,0,9,1,2,1,1,1,2,2,309,1100
NS11777X,-99,35,-99,-99,-99,-99,1,2,1,-99,1,3,0,1,1,1,0,2,0,-99,4,2,4,2,2,2,-99,0,2,2,1,2,2,2,9,4,4,2,14,0,9,1,2,1,1,2,1,4,319.87,1100
NS16538T,4680,36,1,2,2,3,1,5,1,14,1,1,0,2,2,0,0,3,0,7,1,-1,1,2,1,1,3,1,2,2,1,2,1,1,9,4,4,2,5,-1,12,-1,1,1,1,1,4,2,321.77,1100
NS17937X,14560,42,1,1,2,0,1,2,1,7,-98,1,0,0,1,0,0,5,1,3,1,1,2,1,1,1,3,0,1,1,1,2,1,2,9,4,4,2,15,0,1,-1,1,1,1,1,7,1,323.33,1100
NS14624F,13312,37,1,1,1,0,1,2,1,4,-98,1,0,0,1,0,0,5,1,6,1,3,5,1,2,1,3,0,2,2,2,2,1,2,9,4,4,2,16,1,0,-1,1,1,1,1,2,2,334.62,1100
NS17546G,-1,28,2,1,1,2,1,1,1,16,1,2,0,2,1,0,0,2,0,-99,1,3,2,1,1,1,3,1,2,2,1,2,2,2,9,4,4,2,11,0,0,-1,1,1,1,1,4,2,334.87,1100
NS12107S,40000,34,4,1,2,0,1,2,1,1,2,2,0,0,2,0,0,2,0,1,1,1,5,1,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,14,0,0,-1,1,1,1,1,2,2,336.54,1100
NS23173F,4492.8,40,2,1,2,0,1,2,2,7,-98,2,0,0,1,1,0,5,1,3,1,2,3,2,1,1,2,0,2,2,1,2,2,2,9,4,4,2,15,1,0,-1,1,1,1,2,4,2,338.57,1100
NS10522T,15600,29,1,1,2,0,1,2,1,20,1,1,0,0,1,0,0,2,0,2,1,1,4,2,1,1,3,4,2,2,2,1,-91,-91,2,4,4,2,13,-1,2,2,1,1,1,2,2,2,340.65,1100
NS21802R,18000,44,1,1,2,1,1,2,1,7,1,1,0,1,1,0,0,2,0,7,1,4,2,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,15,-1,0,3,1,1,1,1,4,1,355.77,1100
NS10873Z,10920,25,1,1,1,1,1,2,1,8,1,1,0,1,1,1,0,2,0,-99,1,3,1,1,1,1,3,5,2,3,1,2,2,2,9,4,4,2,7,-1,0,-1,2,1,1,1,2,2,369.52,1100
NS13551N,-91,41,10,1,2,0,1,4,2,15,-98,3,0,0,2,0,0,1,1,2,2,2,5,2,1,1,1,1,2,2,2,2,2,2,9,4,4,2,7,0,0,-1,1,1,1,2,4,1,382.22,1100
NS22563Z,-91,42,10,1,2,1,1,2,1,16,1,3,0,1,1,0,0,2,0,5,1,2,4,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,14,-1,3,-1,1,1,1,1,2,3,384.62,1100
NS22106B,23000,37,1,1,2,1,1,2,1,2,1,1,0,0,2,0,0,2,0,1,1,2,4,2,2,2,3,5,2,3,2,2,1,2,9,4,4,2,14,0,0,-1,1,1,1,1,2,2,384.76,1100
NS11603D,-1,39,2,1,1,0,1,5,1,20,-98,2,0,0,1,0,0,1,1,7,1,1,4,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,17,1,5,-1,1,1,1,2,4,2,384.76,1100
NS20796Z,-1,45,2,1,2,1,1,2,1,7,1,2,0,1,1,1,0,2,0,1,1,1,5,2,1,-1,3,0,2,1,2,1,-91,-91,1,4,4,2,9,1,0,-1,2,1,1,2,2,2,386.84,1100
NS25129F,19200,29,1,1,2,1,1,2,1,1,1,1,0,0,3,0,0,2,0,1,7,2,5,-92,1,1,3,0,1,1,1,1,-91,-91,9,4,4,2,14,1,0,-1,1,1,1,1,4,2,392.61,1100
NS17073B,17000,32,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,4,1,2,2,2,1,2,3,0,2,1,1,2,1,2,9,4,4,2,11,-1,1,-1,1,1,1,1,2,1,403.85,1100
NS15519K,5058.56,37,2,1,2,1,1,4,1,13,1,2,0,1,1,1,0,2,0,6,1,2,4,2,1,1,3,0,2,2,1,2,2,2,9,4,4,2,9,-1,1,-1,1,1,1,1,4,2,410,1100
NS25480V,73000,34,1,1,2,1,1,2,1,7,1,1,0,1,1,0,0,2,0,1,1,1,3,2,1,2,3,8,2,4,1,1,-91,-91,1,4,4,2,16,-1,5,0,1,1,1,2,2,2,415.7,1100
NS11618D,-91,-99,10,1,2,4,1,5,1,16,1,3,0,3,2,0,0,2,0,5,1,-99,-99,-99,-99,-99,3,0,2,1,1,2,2,2,3,4,1,2,17,1,0,0,1,9,2,2,4,2,428.13,1100
NS16750D,7800,33,1,1,2,0,1,2,1,16,1,1,0,0,1,1,0,2,0,4,1,4,1,2,1,1,2,4,1,3,1,2,2,2,9,4,4,2,12,-1,0,-1,1,1,1,1,4,2,430,1100
NS14024S,18200,32,3,1,2,0,1,2,1,9,1,2,0,0,1,1,0,2,0,4,1,2,2,2,1,2,3,0,2,1,1,1,-91,-91,9,4,4,2,6,-1,1,-1,1,1,1,2,4,3,438.8,1100
NS10771V,5616,32,2,1,2,2,1,2,1,7,1,2,0,2,1,0,0,2,0,3,1,1,4,2,2,2,3,3,2,3,2,1,-91,-91,1,4,4,2,9,1,7,-1,1,1,1,1,4,2,438.8,1100
NS11476P,-91,36,10,1,2,3,1,2,1,16,1,3,0,2,1,0,0,3,0,-99,1,3,2,2,1,2,3,0,2,2,1,2,1,2,9,4,4,2,15,0,1,-1,1,1,1,1,2,2,438.8,1100
NS14786C,-91,35,10,1,1,4,1,2,1,15,3,3,1,3,1,0,0,2,0,5,1,1,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,9,0,5,3,1,1,1,1,4,2,442.31,1100
NS24270A,23920,40,1,1,2,1,1,4,1,18,1,1,0,1,1,0,0,2,0,6,1,2,2,1,1,2,3,0,2,1,1,2,1,2,9,4,4,2,14,0,0,1,2,1,1,1,2,2,450,1100
NS14115B,5116.8,35,2,1,2,1,1,2,1,20,1,2,0,0,3,0,0,2,0,4,1,2,2,2,2,1,3,1,2,1,2,2,2,2,9,4,4,2,10,0,0,-1,1,1,1,1,4,2,450,1100
NS20527J,9000,37,2,1,2,1,1,2,1,8,1,2,0,1,1,0,0,2,0,6,1,2,3,2,1,2,3,1,2,2,1,1,-91,-91,1,4,4,2,17,1,4,-1,1,1,1,1,4,2,461.54,1100
NS24784K,-1,38,1,1,2,1,1,2,1,7,1,2,0,1,1,0,0,2,0,3,1,2,3,2,1,-92,3,0,1,1,1,2,2,2,9,4,4,2,14,0,10,-1,2,1,1,1,2,2,465,1100
NS25156L,21600,43,1,1,2,1,1,2,1,2,1,1,0,1,1,0,0,2,0,2,1,2,3,2,1,1,3,0,2,2,1,1,-91,-91,1,4,4,2,14,1,0,-1,1,1,1,1,2,2,481.06,1100
NS13398V,10413,31,2,1,2,0,1,2,1,20,1,2,0,0,1,0,0,2,0,1,1,2,3,2,1,2,3,1,2,2,1,2,2,2,9,4,4,2,6,0,6,-1,1,1,1,2,4,2,490.38,1100
NS22242C,2860,34,4,1,2,1,1,2,1,15,-98,2,0,1,1,1,0,5,1,4,1,2,2,2,1,2,3,1,2,3,1,1,-91,-91,9,4,4,2,16,1,9,-1,1,1,1,2,4,2,499.08,1100
NS24467S,-91,45,10,1,2,2,1,4,1,15,1,3,0,1,2,1,0,2,0,8,1,3,5,2,1,1,3,0,2,1,1,1,-91,-91,9,4,4,2,15,1,0,-1,1,1,1,2,4,2,508.08,1100
NS23355Y,24992.76,26,1,1,1,0,1,2,1,1,-99,1,0,0,1,0,1,5,0,2,1,-1,4,2,-1,1,3,2,2,2,1,2,1,1,9,4,4,2,12,1,0,-1,1,1,1,2,2,2,519.23,1100
NS14263Z,21840,29,1,1,1,1,1,2,1,15,1,2,0,1,1,0,0,2,0,2,1,1,1,2,-1,2,2,2,2,2,2,1,-91,-91,1,4,4,2,11,1,10,-1,1,1,1,2,2,3,519.23,1100
NS18071V,7670,38,2,1,2,2,1,6,1,15,-98,2,0,1,2,1,0,5,1,3,1,3,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,9,-1,1,1,1,1,1,1,4,2,554.27,1100
NS25746E,-1,29,2,1,1,2,1,5,1,6,1,2,0,2,1,1,0,2,0,4,6,1,3,2,1,2,3,0,1,1,1,1,-91,-91,1,4,4,2,12,1,3,-1,2,1,1,2,4,1,568.59,1100
NS22379W,27552,41,1,1,1,0,1,2,1,2,1,1,0,0,1,1,0,2,0,2,1,1,5,2,1,1,3,1,2,1,1,1,-91,-91,1,4,4,2,15,1,0,-1,1,1,1,1,2,2,572.6,1100
NS10430J,-1,42,2,1,2,1,1,1,1,14,1,2,0,1,1,0,0,2,0,1,1,2,3,2,2,2,3,1,2,1,1,1,-91,-91,1,4,4,2,12,0,0,-1,1,1,1,1,2,1,573.67,1100
NS18117L,5757.44,44,2,1,2,3,1,2,1,5,1,2,2,0,2,0,0,2,0,6,1,1,4,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,18,-1,1,1,2,1,1,2,4,3,576.92,1100
NS14126X,-92,39,2,1,2,0,1,1,1,20,1,2,0,0,1,0,0,2,0,5,1,1,4,2,-92,1,3,0,2,2,1,1,-91,-91,1,4,4,2,11,1,2,-1,1,1,1,2,5,2,579.38,1100
NS25063A,40000,40,1,1,2,1,1,2,1,1,1,1,0,1,1,0,0,2,0,2,1,1,4,2,1,1,3,0,-1,1,1,2,2,2,9,4,4,2,16,0,2,-1,1,1,1,1,2,2,587.07,1100
NS14922K,-92,31,1,1,2,0,1,2,1,14,1,2,0,0,1,1,1,2,0,5,1,2,5,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,10,-1,0,-1,1,1,1,1,2,1,596.15,1100
NS14834E,-92,43,1,1,1,0,1,1,1,20,1,1,0,0,1,0,0,2,0,5,1,2,1,2,2,2,3,1,2,1,1,2,2,2,3,4,1,2,11,1,1,-1,1,1,1,1,2,2,640.75,1100
NS23960A,4173,39,2,1,2,2,1,6,1,14,1,2,0,1,2,0,0,2,0,5,1,2,1,2,1,2,3,8,2,3,2,1,-91,-91,1,4,4,2,12,0,10,-1,2,1,1,1,2,2,644.34,1100
NS10555F,15600,26,1,1,1,0,1,2,1,5,2,1,0,0,1,0,0,2,0,2,1,1,2,2,1,2,3,1,2,1,2,1,-91,-91,1,4,4,2,13,1,0,-1,2,1,1,2,4,2,692.84,1100
NS15428B,14430,32,1,1,1,1,1,2,1,15,-98,1,0,0,2,0,0,5,1,2,1,3,2,2,2,1,3,0,2,1,2,1,-91,-91,1,4,4,2,10,1,6,-1,1,1,1,1,7,2,781.99,1100
NS12572H,3900,27,2,1,2,2,1,2,1,5,1,2,0,1,2,0,0,2,0,4,1,2,3,2,1,2,3,4,1,3,2,2,2,2,9,4,4,2,14,-1,1,-1,2,1,1,1,4,3,1385.68,1100
NS15017X,-92,34,1,1,1,0,1,7,1,1,1,1,0,0,1,0,0,2,0,1,1,1,4,2,1,1,3,0,2,1,2,2,1,2,3,4,1,2,15,1,1,-1,1,1,1,1,4,1,381.76,1101
NS24213L,28200,37,1,1,1,0,1,2,1,2,-98,1,0,0,1,0,0,6,1,2,1,2,4,2,2,1,2,5,2,2,1,2,2,2,9,4,4,2,12,1,2,-1,2,1,1,1,7,2,312.13,1133
NS17744J,-92,31,1,1,2,0,1,2,1,9,1,1,0,0,1,1,0,2,0,2,1,1,3,2,-1,1,1,-97,-97,-97,2,2,1,2,8,4,3,2,12,-1,5,-1,1,1,1,1,4,1,400,1134
NS18843F,11618.88,28,1,1,1,0,1,2,1,15,1,1,0,0,1,0,0,3,0,7,1,2,4,2,1,1,3,1,2,2,1,1,-91,-91,1,4,4,2,14,1,11,-1,1,5,2,1,4,4,-1,1135
NS23640E,-92,33,1,1,2,3,1,2,1,20,1,1,1,1,1,1,0,2,0,7,1,4,2,2,2,2,3,0,2,1,1,2,2,1,9,4,4,2,9,-1,0,-1,1,1,1,2,7,1,423.08,1136
NS19864R,-91,31,10,2,2,0,1,1,1,20,1,3,0,0,1,0,0,2,0,4,1,2,-91,2,2,2,3,0,2,1,2,2,2,2,9,4,4,1,10,0,1,4,1,9,2,2,4,3,-1,1150
NS17339L,-91,33,10,1,1,0,1,2,1,6,1,3,0,0,2,1,0,2,0,2,1,1,3,2,2,1,3,4,2,4,2,1,-91,-91,1,4,4,2,17,1,0,-1,1,1,1,2,2,2,306.47,1150
NS16190T,8954.4,29,1,1,1,1,1,2,1,15,1,1,0,0,2,0,0,2,0,5,1,3,2,2,1,1,3,5,-92,3,1,1,-91,-91,1,4,4,2,14,1,0,-1,2,1,1,2,2,1,384.76,1150
NS23321K,-91,41,5,1,1,3,1,2,1,20,3,2,0,2,2,1,0,2,0,-99,4,2,3,1,2,1,3,0,1,1,2,1,-91,-91,1,4,4,2,12,0,2,-1,2,1,1,1,4,2,1175,1150
NS20409V,15600,42,1,1,2,1,1,2,1,15,1,1,0,0,1,1,0,2,0,2,1,1,3,2,1,2,3,0,2,2,1,1,-91,-91,1,4,4,2,16,0,2,-1,1,1,1,1,4,1,500.79,1157
NS16475R,8682.96,22,2,1,1,0,1,2,1,4,1,2,0,0,1,0,0,2,0,3,1,3,1,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,13,1,0,-1,1,1,1,2,2,2,392.61,1160
NS25622J,12871.56,43,1,1,2,2,1,2,1,14,1,1,0,1,2,0,0,2,0,2,1,1,3,2,1,2,3,0,2,1,2,1,-91,-91,2,4,4,2,12,1,0,1,1,1,1,2,2,1,400.62,1160
NS19475D,-91,38,6,1,2,0,1,2,1,3,1,3,0,0,1,1,0,2,0,2,1,1,2,2,1,1,3,1,2,2,1,2,1,1,9,4,4,2,11,-1,2,1,2,1,1,1,2,2,638.98,1167
NS25944G,21500,39,1,1,2,0,1,2,1,8,1,1,0,0,2,0,0,2,0,2,1,2,5,2,2,2,3,0,2,1,1,1,-91,-91,2,4,4,2,10,0,0,-1,1,1,1,2,2,1,557.69,1180
NS13056H,-91,26,2,1,2,1,1,2,1,15,-98,2,0,1,1,0,0,4,1,-94,1,4,3,2,1,1,3,2,2,2,2,2,2,2,9,4,4,2,15,0,2,2,1,1,1,2,4,3,285.22,1197
NS10065P,-1,39,2,2,1,1,1,2,1,7,1,2,0,1,1,0,0,2,0,7,1,3,3,2,2,2,3,0,2,2,1,2,2,2,9,4,4,2,11,0,0,-1,1,1,1,2,2,2,317.31,1198
NS15969R,15741.6,39,1,1,2,1,1,2,1,8,1,1,0,1,1,0,0,2,0,5,1,1,3,2,1,2,2,0,2,1,1,2,1,2,9,4,4,2,16,1,7,-1,1,4,2,1,5,2,-1,1200
NS13252H,14049.36,40,2,1,2,1,1,2,1,15,1,2,0,1,2,0,0,2,0,-99,1,2,3,2,1,2,3,1,2,2,1,1,-91,-91,1,4,4,2,14,0,7,-1,1,5,2,2,2,2,-1,1200
NS10097A,10140,28,2,1,2,0,1,4,2,2,-98,2,0,0,1,0,0,1,1,1,1,1,3,2,-92,1,3,5,1,3,2,2,1,2,4,4,2,2,16,-1,1,1,1,9,2,2,4,4,-1,1200
NS23614A,7150,36,2,1,2,1,1,2,1,13,1,2,0,0,2,0,0,2,0,-99,2,2,2,2,1,1,3,2,2,2,1,2,2,2,9,4,4,2,17,0,0,-1,1,2,1,1,2,2,-1,1200
NS24053K,6643,35,3,1,2,2,1,2,1,15,-98,1,0,1,2,1,0,5,1,3,1,3,-91,1,1,2,3,0,1,1,2,2,1,2,9,4,4,2,19,-1,0,0,1,1,1,1,7,2,-1,1200
NS23023F,4118.4,-99,2,1,1,0,1,2,1,15,1,2,0,0,1,0,0,2,0,2,1,-99,-99,-99,-99,-99,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,0,-1,2,2,1,1,4,3,-1,1200
NS21852P,2200.64,36,2,1,1,1,1,2,1,15,-98,2,0,0,2,1,0,6,1,6,1,1,1,2,1,2,3,0,2,1,2,1,-91,-91,9,4,4,2,14,-1,0,0,2,9,2,2,2,2,-1,1200
NS15872B,-1,24,2,1,2,1,1,2,1,2,1,2,0,1,1,0,0,2,0,1,1,1,5,2,1,2,3,-92,2,1,1,1,-91,-91,9,4,4,2,13,-1,1,1,1,2,1,2,2,2,-1,1200
NS15454F,-1,31,3,1,2,2,1,4,1,16,-98,1,0,1,2,1,0,5,1,4,1,2,1,2,1,1,3,-92,1,1,1,2,2,2,9,4,4,-94,12,-1,1,1,1,9,2,2,4,3,-1,1200
NS13297R,-91,22,10,1,2,0,1,4,2,20,-98,3,0,0,1,1,0,1,1,8,1,4,4,2,1,1,3,0,2,1,2,2,2,2,9,4,4,1,12,-1,5,2,-8,9,2,2,4,3,-1,1200
NS25572E,-91,43,10,1,1,1,1,2,1,20,1,3,0,0,2,0,0,2,0,7,1,2,4,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,7,0,0,0,1,9,2,2,2,1,-1,1200
NS11182Y,-91,20,5,2,1,1,1,5,2,15,-98,3,0,1,1,0,0,1,1,8,1,2,5,2,1,1,1,10,2,4,2,2,2,2,9,4,4,1,8,0,1,1,1,9,2,2,4,3,-1,1200
NS15305G,-91,43,10,1,1,0,1,6,1,7,1,3,0,0,1,0,1,2,0,-99,1,1,4,2,1,2,3,1,2,1,2,1,-91,-91,9,4,4,2,14,0,9,-1,1,4,2,1,2,4,-1,1200
NS13843C,-91,38,10,1,2,0,1,1,1,7,1,3,0,0,1,0,0,2,0,2,1,2,3,2,2,2,3,2,2,1,2,1,-91,-91,1,4,4,2,12,1,1,-1,1,5,2,2,4,1,-1,1200
NS18721M,-92,38,2,1,2,1,1,2,1,8,1,2,0,1,1,1,0,2,0,7,1,4,2,2,2,2,3,0,2,2,2,2,2,2,9,4,4,2,12,-1,2,-1,1,1,1,2,4,2,-1,1200
NS16780M,5512,37,2,1,2,0,1,1,1,13,-98,2,0,0,1,0,0,5,1,3,1,3,2,2,2,1,2,0,2,1,2,2,1,2,7,4,4,2,5,-1,6,4,2,9,2,2,5,3,34.64,1200
NS10858Q,-91,31,10,2,2,1,1,2,1,20,1,3,0,1,1,1,0,2,0,2,1,3,2,2,1,-92,3,4,2,3,1,2,2,2,2,4,4,2,11,0,11,-1,2,1,1,2,4,3,34.64,1200
NS14062T,6825,46,2,1,1,0,1,2,1,4,1,2,0,0,1,0,0,2,0,1,1,1,5,2,1,1,3,2,2,2,2,1,-91,-91,9,4,4,2,17,0,0,-1,2,1,1,2,2,1,52.88,1200
NS21409Q,18000,35,1,1,2,0,1,2,1,7,-98,1,0,0,1,1,0,5,1,2,1,1,4,2,1,2,3,5,2,3,1,2,2,2,9,4,4,1,12,-1,0,3,2,1,1,2,3,1,90.07,1200
NS17233C,7630.48,34,2,1,2,0,1,2,1,20,1,2,0,0,2,0,0,2,0,1,2,3,5,2,-92,2,1,0,2,2,1,2,1,2,3,4,1,2,12,0,1,0,1,1,1,2,4,1,128.87,1200
NS13735H,5148,28,2,1,2,1,1,4,1,20,1,2,0,1,1,0,0,3,0,6,1,2,1,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,13,-1,2,3,-9,1,1,2,7,3,150,1200
